'12-Dec-2022 14:40:03.041'	0.0889500000000000	9.67605000000000	1.66005000000000
'12-Dec-2022 14:40:03.045'	0.295050000000000	9.52500100000000	2.16000000000000
'12-Dec-2022 14:40:03.049'	0.406950000000000	9.32895100000000	2.43000000000000
'12-Dec-2022 14:40:03.053'	0.157950000000000	9.38400100000000	2.27700000000000
'12-Dec-2022 14:40:03.057'	-0.0919500000000000	9.61395100000000	2.01405000000000
'12-Dec-2022 14:40:03.061'	-0.523050000000000	9.71895000000000	1.80300000000000
'12-Dec-2022 14:40:03.065'	-0.681000000000000	9.75795100000000	1.93500000000000
'12-Dec-2022 14:40:03.069'	-0.469950000000000	9.68805000000000	2.09295000000000
'12-Dec-2022 14:40:03.073'	-0.0730500000000000	9.58005000000000	2.11905000000000
'12-Dec-2022 14:40:03.077'	0.316050000000000	9.48900000000000	2.14095000000000
'12-Dec-2022 14:40:03.081'	0.346950000000000	9.47505100000000	2.11005000000000
'12-Dec-2022 14:40:03.085'	0.103050000000000	9.54195000000000	2.10000000000000
'12-Dec-2022 14:40:03.089'	-0.271950000000000	9.63300000000000	2.06895000000000
'12-Dec-2022 14:40:03.093'	-0.523050000000000	9.71205000000000	2.00400000000000
'12-Dec-2022 14:40:03.097'	-0.508950000000000	9.70500100000000	1.97805000000000
'12-Dec-2022 14:40:03.101'	-0.229050000000000	9.65205000000000	2.00400000000000
'12-Dec-2022 14:40:03.105'	0.0769500000000000	9.56100100000000	2.05905000000000
'12-Dec-2022 14:40:03.109'	0.249000000000000	9.49395100000000	2.14995000000000
'12-Dec-2022 14:40:03.113'	0.181950000000000	9.51105000000000	2.17200000000000
'12-Dec-2022 14:40:03.117'	-0.0490500000000000	9.57600000000000	2.11200000000000
'12-Dec-2022 14:40:03.121'	-0.319950000000000	9.65205000000000	1.99995000000000
'12-Dec-2022 14:40:03.125'	-0.444000000000000	9.67605000000000	1.94205000000000
'12-Dec-2022 14:40:03.129'	-0.340950000000000	9.66705000000000	1.96095000000000
'12-Dec-2022 14:40:03.133'	-0.126000000000000	9.56805000000000	2.06700000000000
'12-Dec-2022 14:40:03.137'	0.130050000000000	9.52095000000000	2.11905000000000
'12-Dec-2022 14:40:03.141'	0.181950000000000	9.50400100000000	2.10195000000000
'12-Dec-2022 14:40:03.145'	0.0720000000000000	9.52995000000000	2.05905000000000
'12-Dec-2022 14:40:03.149'	-0.169050000000000	9.61200000000000	2.00895000000000
'12-Dec-2022 14:40:03.153'	-0.346050000000000	9.63495100000000	1.98000000000000
'12-Dec-2022 14:40:03.157'	-0.363000000000000	9.63795100000000	1.98495000000000
'12-Dec-2022 14:40:03.161'	-0.226050000000000	9.62400100000000	1.99995000000000
'12-Dec-2022 14:40:03.165'	-0.0199500000000000	9.55605000000000	2.03805000000000
'12-Dec-2022 14:40:03.169'	0.109950000000000	9.51105000000000	2.05905000000000
'12-Dec-2022 14:40:03.173'	0.0859500000000000	9.51600100000000	2.06895000000000
'12-Dec-2022 14:40:03.177'	-0.0490500000000000	9.54900100000000	2.04495000000000
'12-Dec-2022 14:40:03.181'	-0.231000000000000	9.61200000000000	1.98495000000000
'12-Dec-2022 14:40:03.185'	-0.310050000000000	9.62595100000000	1.97805000000000
'12-Dec-2022 14:40:03.189'	-0.288000000000000	9.61605100000000	1.98000000000000
'12-Dec-2022 14:40:03.193'	-0.154050000000000	9.56595000000000	1.99695000000000
'12-Dec-2022 14:40:03.197'	0.00300000000000000	9.52305000000000	2.01600000000000
'12-Dec-2022 14:40:03.201'	0.0720000000000000	9.50595100000000	2.04705000000000
'12-Dec-2022 14:40:03.205'	-0.00105000000000000	9.52095000000000	2.04000000000000
'12-Dec-2022 14:40:03.209'	-0.135000000000000	9.56100100000000	2.00400000000000
'12-Dec-2022 14:40:03.213'	-0.255000000000000	9.60405100000000	1.99005000000000
'12-Dec-2022 14:40:03.217'	-0.288000000000000	9.60900000000000	1.98300000000000
'12-Dec-2022 14:40:03.221'	-0.226050000000000	9.58500000000000	2.00400000000000
'12-Dec-2022 14:40:03.225'	-0.0940500000000000	9.56595000000000	2.05005000000000
'12-Dec-2022 14:40:03.229'	0	9.53505000000000	2.06700000000000
'12-Dec-2022 14:40:03.233'	0	9.54000100000000	2.05200000000000
'12-Dec-2022 14:40:03.237'	-0.0679500000000000	9.56400000000000	2.05005000000000
'12-Dec-2022 14:40:03.241'	-0.195000000000000	9.58305100000000	2.03505000000000
'12-Dec-2022 14:40:03.245'	-0.268950000000000	9.59505100000000	2.00700000000000
'12-Dec-2022 14:40:03.249'	-0.244950000000000	9.60000000000000	2.02305000000000
'12-Dec-2022 14:40:03.253'	-0.162000000000000	9.59505100000000	2.02605000000000
'12-Dec-2022 14:40:03.257'	-0.0510000000000000	9.56400000000000	2.05695000000000
'12-Dec-2022 14:40:03.261'	-0.0250500000000000	9.55200000000000	2.07600000000000
'12-Dec-2022 14:40:03.265'	-0.0469500000000000	9.55905100000000	2.07405000000000
'12-Dec-2022 14:40:03.269'	-0.135000000000000	9.58005000000000	2.06205000000000
'12-Dec-2022 14:40:03.273'	-0.207000000000000	9.60195100000000	2.04000000000000
'12-Dec-2022 14:40:03.277'	-0.229050000000000	9.60705100000000	2.03100000000000
'12-Dec-2022 14:40:03.281'	-0.202050000000000	9.60000000000000	2.04300000000000
'12-Dec-2022 14:40:03.285'	-0.126000000000000	9.57600000000000	2.07105000000000
'12-Dec-2022 14:40:03.289'	-0.0630000000000000	9.56805000000000	2.08305000000000
'12-Dec-2022 14:40:03.293'	-0.0420000000000000	9.56805000000000	2.07600000000000
'12-Dec-2022 14:40:03.297'	-0.102000000000000	9.57105100000000	2.07105000000000
'12-Dec-2022 14:40:03.301'	-0.154050000000000	9.58800000000000	2.07600000000000
'12-Dec-2022 14:40:03.305'	-0.217050000000000	9.60900000000000	2.05200000000000
'12-Dec-2022 14:40:03.309'	-0.220950000000000	9.60000000000000	2.05695000000000
'12-Dec-2022 14:40:03.313'	-0.157050000000000	9.58500000000000	2.04705000000000
'12-Dec-2022 14:40:03.317'	-0.106050000000000	9.56805000000000	2.07405000000000
'12-Dec-2022 14:40:03.321'	-0.0660000000000000	9.56805000000000	2.07900000000000
'12-Dec-2022 14:40:03.325'	-0.0679500000000000	9.56595000000000	2.07405000000000
